status_description,status_timestamp,zone_number,kerbsideid,location.lat,location.lon
Present,2025-08-08T06:54:06+00:00,7423.0,60836,-37.81451506643333,144.97372858387934
Present,2025-08-08T06:27:38+00:00,7423.0,60838,-37.814563533541275,144.97356281055005
Present,2025-08-08T07:03:20+00:00,,64247,-37.81047838708219,144.97230467867075
Present,2025-08-08T06:29:02+00:00,7519.0,64738,-37.81429416557771,144.95927261553263
Present,2025-08-08T06:45:30+00:00,7595.0,54135,-37.81627003940035,144.96128235331545
Unoccupied,2025-08-08T02:08:14+00:00,7208.0,20608,-37.821109160196784,144.9453518461956
Unoccupied,2025-08-08T06:26:50+00:00,7208.0,20609,-37.82105050953709,144.9453364240078
Unoccupied,2025-08-08T07:07:53+00:00,7208.0,20610,-37.8209933776988,144.94532288408283
Present,2024-03-22T09:48:01+00:00,7231.0,15026,-37.821065145968376,144.9442510973915
Present,2024-03-22T10:16:27+00:00,7213.0,18524,-37.82086060421838,144.9442537418388
Present,2024-04-02T11:46:25+00:00,7231.0,15027,-37.82082484993619,144.94413789756015
Unoccupied,2023-10-16T04:29:33+00:00,7213.0,18526,-37.8209802619662,144.94431080784483
Present,2024-03-22T06:30:55+00:00,7231.0,15030,-37.82094549194014,144.94419402741204
Present,2025-08-06T06:51:47+00:00,7213.0,16284,-37.82020943094864,144.94395853447838
Unoccupied,2024-08-08T09:36:18+00:00,7167.0,17481,-37.820369910975984,144.9416538788944
Unoccupied,2025-08-08T00:53:18+00:00,7167.0,17498,-37.82016441419583,144.9423597136809
Present,2024-09-17T00:32:11+00:00,7167.0,17499,-37.82018292369378,144.94229570439836
Unoccupied,2025-08-08T02:39:40+00:00,7214.0,20619,-37.81958733493094,144.94585276802383
Unoccupied,2025-08-08T04:20:48+00:00,7214.0,20624,-37.81986006122925,144.94592410249493
Unoccupied,2025-08-08T02:31:55+00:00,7214.0,20921,-37.820205691514495,144.9460135602858
Present,2025-08-08T06:10:11+00:00,7214.0,20924,-37.82038876842533,144.94606127507134
Unoccupied,2025-06-17T13:13:59+00:00,7161.0,20571,-37.82044900242458,144.9511568011041
Present,2025-06-17T07:31:16+00:00,7161.0,20574,-37.82061466205916,144.95129142556084
Present,2025-06-17T07:28:09+00:00,7161.0,20578,-37.82098668845575,144.95158360736895
Present,2025-06-17T09:56:55+00:00,7161.0,20579,-37.82105107549779,144.95163483797234
Present,2024-03-13T03:37:00+00:00,7692.0,55522,-37.818396184799624,144.95936308207587
Present,2024-03-13T01:10:25+00:00,7695.0,55524,-37.81827123676198,144.95930572670258
Present,2024-12-25T02:03:34+00:00,7165.0,15329,-37.81869849217583,144.94807443933206
Unoccupied,2025-08-08T04:31:54+00:00,7173.0,13448,-37.81957378096871,144.94470621132717
Unoccupied,2025-08-08T00:00:12+00:00,7173.0,13462,-37.81936026692852,144.9454449776039
Unoccupied,2025-08-07T20:35:02+00:00,7173.0,13474,-37.81923720373574,144.9458705875934
Unoccupied,2023-02-13T04:48:19+00:00,7173.0,13457,-37.81948453284795,144.94501450488727
Unoccupied,2025-08-08T04:56:00+00:00,7173.0,13458,-37.81947538861725,144.94504612205213
Unoccupied,2025-08-06T02:35:15+00:00,7173.0,13475,-37.81922796872939,144.94590260169554
Present,2025-08-08T05:19:05+00:00,7173.0,13472,-37.81925559514887,144.94580653930845
Present,2025-08-06T21:16:35+00:00,7173.0,13464,-37.819342766379386,144.94550482424316
Unoccupied,2025-08-08T03:21:11+00:00,7178.0,13388,-37.82007954406505,144.94295514308766
Unoccupied,2025-08-08T07:07:16+00:00,7178.0,13399,-37.81997970328647,144.94329845570735
Present,2025-08-08T04:53:32+00:00,7178.0,13391,-37.82005535295752,144.94303831913783
Unoccupied,2025-08-08T06:00:42+00:00,7178.0,13439,-37.82004168078604,144.94340446656793
Present,2025-08-08T05:46:34+00:00,7178.0,13437,-37.82007901039151,144.9432762558655
Unoccupied,2025-08-08T03:38:09+00:00,7178.0,13436,-37.82009732548086,144.94321334901133
Present,2025-08-08T05:30:00+00:00,7178.0,13393,-37.820039230062264,144.94309376908998
Unoccupied,2025-08-08T04:56:05+00:00,7178.0,13435,-37.82011525241861,144.94315177527164
Present,2024-02-20T21:29:22+00:00,,22971,-37.810244152281484,144.9558143716356
Present,2025-08-08T05:54:37+00:00,7411.0,51019,-37.81242578888708,144.97080914791258
Present,2025-08-08T06:37:16+00:00,,51015,-37.81264916878783,144.97091226679726
Unoccupied,2025-08-08T07:04:38+00:00,7402.0,50815,-37.81463216325314,144.97183139102785
Unoccupied,2025-08-08T06:30:55+00:00,7399.0,50912,-37.813613911074796,144.9713575687406
Unoccupied,2025-05-13T01:51:21+00:00,7197.0,20873,-37.81966487313244,144.94522347505338
Unoccupied,2025-08-08T06:59:39+00:00,7592.0,53948,-37.81836934729492,144.96212279568851
Unoccupied,2025-08-08T06:36:08+00:00,7592.0,53949,-37.8183134106813,144.9620969422225
Unoccupied,2025-08-08T06:31:34+00:00,7592.0,53950,-37.8182542716343,144.96206932733858
Unoccupied,2025-08-08T05:53:20+00:00,7273.0,50650,-37.80830032162881,144.97163415057753
Unoccupied,2025-08-08T05:16:48+00:00,7273.0,50652,-37.808256165115196,144.97161362836698
Unoccupied,2025-08-08T06:52:42+00:00,7273.0,50656,-37.80816240165049,144.97157039444292
Present,2025-08-08T06:14:34+00:00,7645.0,50223,-37.812688235954425,144.97353028528548
Present,2025-08-08T01:04:48+00:00,7188.0,17719,-37.82036816663482,144.93985984418407
Present,2025-08-05T20:58:53+00:00,7267.0,15102,-37.821727559119736,144.94347180726172
Unoccupied,2025-08-06T21:20:00+00:00,7267.0,15099,-37.821829882537386,144.94361796600532
Present,2025-08-08T02:05:57+00:00,7185.0,18615,-37.82135419837688,144.94467950111203
Present,2025-08-06T07:19:18+00:00,7185.0,18616,-37.82136677476861,144.94474255947222
Present,2024-03-04T22:38:35+00:00,,6370,-37.81872438284974,144.95564103766725
Present,2025-08-08T07:05:18+00:00,7210.0,17323,-37.81273813458455,144.94008473692233
Unoccupied,2025-08-08T06:11:20+00:00,7210.0,17321,-37.8124307860506,144.94089421111102
Unoccupied,2025-08-08T05:33:06+00:00,7210.0,17332,-37.81245577522808,144.94082796419855
Unoccupied,2025-08-08T05:25:44+00:00,7210.0,17333,-37.812398460108454,144.94098060138185
Present,2025-08-08T05:00:46+00:00,7210.0,17322,-37.81276050620322,144.9400258211169
Present,2025-08-08T06:16:09+00:00,7226.0,23379,-37.81327220575271,144.94076869835573
Present,2025-08-08T06:06:25+00:00,7226.0,23380,-37.81321970698011,144.94073728837014
Present,2025-08-08T06:34:47+00:00,7226.0,23382,-37.81311452447977,144.94067298901103
Present,2025-08-08T06:49:51+00:00,7226.0,23384,-37.81301135365827,144.9406106906834
Present,2025-08-08T06:38:01+00:00,7226.0,23388,-37.81281610038995,144.94049356578773
Present,2025-06-02T02:50:10+00:00,7571.0,65655,-37.8140288456458,144.95622318672991
Present,2025-06-02T08:40:50+00:00,7571.0,65641,-37.813872406023464,144.95677300369044
Present,2025-06-02T08:58:18+00:00,7571.0,65650,-37.8139898552813,144.95635971721026
Present,2025-06-02T08:25:05+00:00,7571.0,65640,-37.81386416889971,144.95680273045394
Unoccupied,2025-08-08T05:51:48+00:00,7455.0,61420,-37.81830361037068,144.96036726191556
Present,2025-06-02T08:23:16+00:00,7571.0,65658,-37.81417689573722,144.9557051436189
Present,2025-06-02T07:55:50+00:00,7571.0,65671,-37.814284589557076,144.95532799093056
Present,2025-08-08T06:24:23+00:00,7451.0,60218,-37.81701084974982,144.96864635503948
Unoccupied,2025-08-08T07:01:55+00:00,7451.0,60222,-37.81709470130369,144.9683617991356
Present,2025-08-08T05:22:43+00:00,7452.0,60226,-37.817169372511195,144.96810842559273
Unoccupied,2025-08-08T05:21:46+00:00,7273.0,50624,-37.808283042866265,144.97174889865346
Unoccupied,2025-08-08T06:15:57+00:00,7273.0,50625,-37.80823242099734,144.97172585342287
Present,2025-02-03T01:36:33+00:00,7712.0,11368,-37.804210079151204,144.9554448621994
Unoccupied,2025-02-06T19:40:02+00:00,7712.0,11361,-37.80401038133249,144.95548075877602
Unoccupied,2025-05-19T03:01:49+00:00,7712.0,11367,-37.804185104859556,144.9554493513089
Unoccupied,2025-02-06T22:04:43+00:00,7712.0,11366,-37.804160130998184,144.95545384043996
Present,2025-02-17T03:16:01+00:00,7712.0,11365,-37.804135156695956,144.9554583295428
Unoccupied,2025-02-08T00:58:48+00:00,7712.0,11397,-37.80535905739307,144.95523830061256
Present,2025-06-27T02:42:44+00:00,7712.0,11400,-37.805425952395794,144.9552262757514
Present,2025-06-01T03:12:23+00:00,7712.0,11401,-37.80544825087959,144.95522226748386
Present,2025-06-26T23:03:18+00:00,7712.0,11402,-37.80547054891274,144.95521825918888
Unoccupied,2025-06-01T03:24:29+00:00,7712.0,11396,-37.80533675890813,144.9552423088943
Present,2024-04-09T05:37:01+00:00,7205.0,23851,-37.81579106846584,144.94540124033927
Present,2024-04-09T05:04:34+00:00,7205.0,23852,-37.8158429355214,144.94542414784388
Present,2025-08-08T06:48:31+00:00,7362.0,62329,-37.81811771178083,144.95719055879238
Unoccupied,2025-08-08T05:15:02+00:00,,62321,-37.81796674995377,144.9577187753099
Unoccupied,2025-08-08T06:40:38+00:00,7780.0,65488,-37.81284151466433,144.96067792999156
Present,2025-08-08T06:15:26+00:00,7553.0,65492,-37.8129583405137,144.96027744789092
Present,2025-08-08T03:49:17+00:00,7156.0,23949,-37.81402281577406,144.94249677884966
Present,2025-08-08T05:56:53+00:00,7191.0,23951,-37.81381359654105,144.94007461187073
Present,2025-08-08T05:45:43+00:00,7191.0,23952,-37.81376197296319,144.94020842149936
Present,2025-08-08T06:08:00+00:00,7193.0,15001,-37.814487901283876,144.93989158986483
Present,2025-08-08T05:47:32+00:00,7193.0,15006,-37.81453906008801,144.93992259354616
Present,2025-08-08T05:54:25+00:00,7220.0,14991,-37.813104291670655,144.93674327010285
Unoccupied,2025-08-08T07:05:24+00:00,7220.0,14998,-37.81414342826124,144.93736491809432
Present,2025-08-08T06:25:18+00:00,7220.0,14997,-37.81443301063047,144.9375402290621
Present,2025-08-08T07:03:42+00:00,7220.0,14994,-37.81428979308582,144.9374532925529
Present,2025-08-08T06:29:42+00:00,7261.0,14795,-37.81276044533954,144.9365268912452
Present,2025-08-08T07:06:09+00:00,7220.0,14996,-37.81424102885472,144.9374236351444
Present,2025-08-08T05:56:14+00:00,7261.0,14794,-37.81270846847291,144.93649542397023
Unoccupied,2025-08-08T06:56:16+00:00,7624.0,57327,-37.81295734679007,144.95402114690148
Present,2025-08-08T05:46:14+00:00,7251.0,16411,-37.80956615740753,144.98112343591654
Unoccupied,2025-08-08T06:45:08+00:00,7251.0,16417,-37.80982163232393,144.98108109435145
Unoccupied,2025-08-08T06:17:06+00:00,7251.0,16408,-37.80937415030871,144.98115513323194
Unoccupied,2025-08-08T05:35:22+00:00,7251.0,16421,-37.809927937944025,144.98106352944617
Unoccupied,2025-08-08T06:57:26+00:00,7252.0,17376,-37.809614761763015,144.98094151549367
Unoccupied,2025-08-08T06:36:10+00:00,7251.0,16418,-37.80979840579508,144.98108493186783
Present,2025-08-08T07:02:41+00:00,7252.0,17378,-37.809846723724554,144.9809029872756
Unoccupied,2025-08-08T05:26:13+00:00,7251.0,16412,-37.80973855278721,144.98109482168059
Present,2025-08-08T06:41:16+00:00,7251.0,16403,-37.80932813670145,144.98116270511537
Unoccupied,2025-08-08T07:13:11+00:00,7251.0,16410,-37.8095965262713,144.98111841791226
Unoccupied,2024-11-03T06:03:43+00:00,7302.0,17846,-37.8175383122974,144.98199015417129
Unoccupied,2024-11-03T05:40:17+00:00,7302.0,17832,-37.81776328170266,144.98195143362153
Unoccupied,2024-11-03T07:07:28+00:00,7302.0,17825,-37.81731334069316,144.98202867869423
Unoccupied,2024-11-03T07:01:41+00:00,7302.0,17842,-37.818325659030904,144.98185479447943
Unoccupied,2024-11-03T05:25:16+00:00,7302.0,18112,-37.817144597422455,144.98205771689135
Unoccupied,2024-11-03T07:43:20+00:00,7302.0,17844,-37.81843814954633,144.98183506987596
Present,2024-11-02T08:23:25+00:00,7302.0,17841,-37.81826944185879,144.98186468619872
Unoccupied,2024-11-03T06:28:47+00:00,7302.0,17833,-37.817819533251466,144.98194186601359
Unoccupied,2024-11-03T07:18:18+00:00,7302.0,17840,-37.81821322514499,144.98187457982505
Unoccupied,2024-11-03T07:07:22+00:00,7302.0,17831,-37.81770703057332,144.98196105955498
Unoccupied,2025-08-08T06:51:50+00:00,7274.0,50678,-37.80819872081621,144.97146215335894
Present,2025-08-08T05:35:48+00:00,7716.0,9471,-37.80578555699063,144.95720698083218
Unoccupied,2025-08-08T04:10:16+00:00,7721.0,24038,-37.80527148638663,144.9571850658472
Unoccupied,2025-08-08T04:08:05+00:00,7721.0,24040,-37.80521974641346,144.95719414016145
Present,2025-08-08T06:05:04+00:00,7721.0,9445,-37.805088125799216,144.95733033851928
Unoccupied,2025-08-08T03:52:19+00:00,7721.0,9451,-37.80521972507455,144.9573070430717
Present,2025-08-08T07:01:47+00:00,7716.0,9466,-37.805608925532866,144.95723821296409
Present,2025-08-08T06:50:23+00:00,7716.0,9464,-37.80555715049627,144.9572473661484
Unoccupied,2025-08-08T06:35:52+00:00,7721.0,9450,-37.80519340002496,144.9573116969779
Unoccupied,2025-08-07T22:06:55+00:00,7721.0,9442,-37.80493178364415,144.95735802135704
Unoccupied,2023-10-08T10:51:16+00:00,7721.0,24048,-37.804827598941316,144.95726228510551
Unoccupied,2025-08-07T09:13:59+00:00,7721.0,23976,-37.8045478801612,144.95731168970116
Unoccupied,2025-08-08T07:13:31+00:00,7721.0,23979,-37.804471593223425,144.95732516448777
Unoccupied,2025-08-08T04:30:29+00:00,7716.0,9425,-37.80450765133169,144.95743300702912
Unoccupied,2025-08-07T12:12:09+00:00,7721.0,9439,-37.80481724676879,144.95737826911414
Unoccupied,2025-08-07T10:27:41+00:00,7721.0,9438,-37.804792270217575,144.95738268699415
Present,2025-04-25T01:30:55+00:00,7721.0,9435,-37.804714647547314,144.95739641052012
Unoccupied,2025-08-08T01:54:06+00:00,7716.0,9429,-37.80458527536205,144.95741928765096
Present,2025-08-08T07:12:07+00:00,7716.0,9430,-37.80461115168945,144.9574147083638
Present,2023-10-29T21:38:27+00:00,,6754,-37.80782510795761,144.9601086961826
Unoccupied,2025-07-18T09:50:13+00:00,7615.0,54617,-37.81141555471598,144.95919110655336
Unoccupied,2025-08-08T07:12:42+00:00,7485.0,56914,-37.81687779548948,144.95607844612044
Present,2025-08-08T07:13:55+00:00,7232.0,18204,-37.81344584496112,144.9392419546055
Unoccupied,2025-08-08T06:48:06+00:00,7232.0,24004,-37.813702305712596,144.93951655864066
Unoccupied,2025-08-08T06:55:04+00:00,7195.0,24280,-37.81327536546101,144.94199296361913
Present,2025-08-08T06:18:11+00:00,7551.0,65454,-37.81258867646636,144.96116399031894
Unoccupied,2025-08-08T06:40:22+00:00,7170.0,13444,-37.81961385206357,144.94424841015024
Unoccupied,2025-08-08T05:26:21+00:00,,51314,-37.80927499159071,144.96936466798843
Unoccupied,2025-08-08T06:00:42+00:00,7396.0,51155,-37.81134635817739,144.97014285911234
Present,2025-08-08T05:44:50+00:00,7529.0,62757,-37.8136598375073,144.96906482232941
Present,2025-08-08T04:09:26+00:00,7529.0,62756,-37.813641144701464,144.9691289769056
Present,2025-08-08T06:03:18+00:00,7792.0,58012,-37.81773001493447,144.95418519218777
Present,2025-08-08T06:01:37+00:00,7630.0,51635,-37.81624312678647,144.96955996202877
Unoccupied,2025-08-08T07:04:10+00:00,7630.0,51637,-37.81613310227557,144.9695092772621
Present,2025-08-08T06:16:47+00:00,7253.0,17432,-37.809990366556505,144.97571012234073
Present,2025-08-08T04:10:27+00:00,7253.0,17440,-37.810250461302246,144.97566700276644
Present,2025-08-08T07:07:30+00:00,7280.0,5922,-37.81177445065448,144.9751651591871
Unoccupied,2025-08-08T07:10:11+00:00,7280.0,5948,-37.81191028278058,144.9764222694892
Present,2025-08-07T23:24:12+00:00,7278.0,5928,-37.81191206878382,144.97539496284242
Unoccupied,2025-08-08T03:51:53+00:00,7278.0,5945,-37.81207246933754,144.97685733187535
Unoccupied,2025-08-07T12:28:46+00:00,7278.0,5964,-37.812118245456055,144.97727994272412
Present,2025-08-08T06:29:26+00:00,7278.0,5932,-37.811944023566255,144.9756849950074
Unoccupied,2025-08-08T06:40:12+00:00,7278.0,5944,-37.81206501049819,144.9767890144979
Present,2025-08-08T06:17:14+00:00,7278.0,5938,-37.812005766805214,144.97624765405462
Present,2025-08-08T06:32:24+00:00,7278.0,5934,-37.81197519369269,144.9759723369881
Unoccupied,2025-08-08T06:54:27+00:00,7278.0,5939,-37.81201309072601,144.9763151872953
Present,2024-11-03T00:21:07+00:00,7270.0,24600,-37.811462437669306,144.9861450848486
Unoccupied,2024-11-03T09:48:19+00:00,7270.0,24594,-37.811140968206836,144.98619944973967
Unoccupied,2024-11-03T08:57:20+00:00,7270.0,24592,-37.81103381200096,144.98621757201624
Present,2024-11-03T08:57:32+00:00,7270.0,24591,-37.81098023369967,144.98622663255236
Unoccupied,2024-11-03T07:00:44+00:00,7255.0,17920,-37.811833927892636,144.98640344216193
Unoccupied,2024-11-03T07:18:34+00:00,7255.0,17934,-37.8119382919043,144.9873482757386
Unoccupied,2024-11-03T07:09:32+00:00,7255.0,18154,-37.81181927663579,144.9862708332184
Unoccupied,2024-11-03T04:07:44+00:00,7255.0,17938,-37.81196810849191,144.98761822873726
Unoccupied,2024-11-03T08:21:44+00:00,7255.0,17921,-37.81184138251615,144.9864709298841
Unoccupied,2024-11-03T07:21:30+00:00,7255.0,17929,-37.81190101996481,144.9870108345574
Unoccupied,2024-11-03T12:34:59+00:00,7255.0,17923,-37.81185629211796,144.9866059065343
Unoccupied,2024-11-03T07:11:33+00:00,7255.0,17933,-37.81193083731894,144.98728078724952
Unoccupied,2024-11-03T07:25:44+00:00,7255.0,17925,-37.81187120154709,144.9867408821104
Unoccupied,2024-11-03T07:22:32+00:00,7255.0,17936,-37.81195320004957,144.98748325221953
Unoccupied,2024-11-03T07:32:32+00:00,7255.0,17939,-37.81197556288564,144.98768571732742
Present,2025-08-08T06:57:41+00:00,7547.0,66449,-37.813169982778604,144.95544500296842
Unoccupied,2025-03-11T03:12:24+00:00,7247.0,17459,-37.81071857953126,144.97632719234036
Unoccupied,2025-08-08T06:34:40+00:00,7247.0,17453,-37.81067634340933,144.97593939468675
Unoccupied,2025-08-08T05:03:10+00:00,7247.0,17465,-37.810762405879316,144.9767310953801
Unoccupied,2025-08-08T07:08:36+00:00,7247.0,17464,-37.81075417553171,144.97665521951174
Unoccupied,2025-08-08T04:14:54+00:00,7247.0,17473,-37.81086362453706,144.97766052138235
Present,2025-08-08T06:32:16+00:00,7247.0,17476,-37.810883566294734,144.9778441861417
Unoccupied,2025-08-08T05:06:40+00:00,7247.0,17475,-37.81087694645909,144.97778321955064
Unoccupied,2022-09-13T04:38:23+00:00,7247.0,17512,-37.81092801328627,144.97654350520963
Present,2025-08-08T06:51:59+00:00,7247.0,17517,-37.81096486029742,144.97688247485257
Unoccupied,2025-08-08T07:05:25+00:00,7260.0,20641,-37.80929885625456,144.97833036087303
Unoccupied,2025-08-08T07:03:31+00:00,7260.0,20638,-37.80951140679669,144.9782947399139
Present,2025-08-06T23:59:06+00:00,7260.0,20639,-37.80946049970673,144.9783032708449
Present,2025-08-08T07:13:16+00:00,7259.0,23021,-37.811233168790565,144.97796811241463
Unoccupied,2025-08-08T05:20:57+00:00,7259.0,23017,-37.8115050917861,144.97792234492047
Unoccupied,2025-08-08T06:16:41+00:00,7259.0,23016,-37.81128748896069,144.9779589640181
Unoccupied,2022-11-29T23:10:24+00:00,7258.0,23027,-37.810537517616076,144.97832033044642
Unoccupied,2025-08-08T06:36:09+00:00,7258.0,23033,-37.810230427024415,144.97837239923848
Present,2025-08-08T06:00:20+00:00,7258.0,22949,-37.810948345587676,144.97825469788137
Unoccupied,2025-08-08T04:12:05+00:00,7258.0,23028,-37.81048633683179,144.9783290087034
Present,2025-08-08T07:13:37+00:00,7258.0,23023,-37.810840069426604,144.97827273967437
Unoccupied,2024-11-03T05:05:57+00:00,7271.0,18150,-37.81164874469097,144.98854250198843
Unoccupied,2024-11-03T07:05:38+00:00,7271.0,18144,-37.81135986551536,144.9885920882794
Unoccupied,2024-11-03T08:03:01+00:00,7271.0,18147,-37.81147508015315,144.98857224189527
Unoccupied,2025-06-02T08:40:37+00:00,7768.0,65519,-37.81328027993138,144.95849224716972
Unoccupied,2025-08-08T07:12:40+00:00,7503.0,67216,-37.81124426926189,144.9579464896738
Present,2025-08-08T07:01:09+00:00,7498.0,67322,-37.812085652050754,144.9550140022447
Unoccupied,2025-08-08T06:05:31+00:00,7498.0,67328,-37.8121945706852,144.95462895258106
Unoccupied,2025-08-08T03:49:39+00:00,7949.0,67332,-37.81226727791963,144.95437225149678
Unoccupied,2025-08-08T06:52:28+00:00,7949.0,67334,-37.81230363471879,144.9542439012972
Present,2025-08-08T05:09:16+00:00,7455.0,61411,-37.81846855746919,144.9603119383182
Present,2025-08-08T06:46:23+00:00,7438.0,60738,-37.82080343113989,144.95639823680943
Unoccupied,2025-08-08T07:04:23+00:00,7557.0,65211,-37.81088939603193,144.96668991789758
Unoccupied,2025-08-08T05:37:03+00:00,7764.0,65025,-37.8097630579857,144.97052903618362
Unoccupied,2025-08-08T05:42:14+00:00,7764.0,65023,-37.809718825350195,144.97067984779267
Unoccupied,2025-08-08T06:23:45+00:00,7614.0,54623,-37.811890062399186,144.95928210413547
Unoccupied,2025-08-08T07:12:14+00:00,7359.0,61913,-37.81487711702359,144.9683660160545
Unoccupied,2025-08-08T06:20:34+00:00,7357.0,62411,-37.818445354787656,144.9560505543605
Unoccupied,2025-08-08T07:13:14+00:00,7627.0,52315,-37.80938185329829,144.96665640066215
Present,2025-08-08T05:40:47+00:00,7389.0,53222,-37.812982263201675,144.96247452105328
Unoccupied,2025-08-08T06:47:34+00:00,7479.0,56616,-37.81965703917745,144.95735584482327
Unoccupied,2025-08-08T04:46:36+00:00,7621.0,57216,-37.81376059419755,144.95464575261047
Unoccupied,2025-08-08T06:57:42+00:00,7696.0,53915,-37.8183352010723,144.96235620749508
Unoccupied,2025-08-08T06:02:30+00:00,7434.0,60435,-37.81863446449026,144.96374150071273
Present,2024-04-03T23:01:39+00:00,7506.0,63335,-37.81751071462992,144.95583433895183
Present,2024-04-03T23:11:29+00:00,7537.0,63336,-37.81752919296524,144.95577029762285
Unoccupied,2025-08-08T06:30:56+00:00,7686.0,57926,-37.81951168305361,144.95448607010178
Unoccupied,2024-03-20T21:59:45+00:00,7076.0,22344,-37.80641652807154,144.96583221044196
Unoccupied,2024-04-05T01:51:37+00:00,7076.0,22327,-37.80576400385078,144.96618460609042
Present,2024-10-10T23:18:56+00:00,7010.0,8889,-37.80488630509279,144.9599071396808
Present,2025-08-08T07:01:38+00:00,7733.0,9577,-37.80446544036628,144.94947086617978
Present,2025-08-08T06:54:54+00:00,7725.0,9582,-37.804103389009754,144.9495339978901
Present,2025-08-08T06:53:52+00:00,7725.0,9590,-37.80363146104051,144.9496171860684
Present,2025-08-08T06:15:00+00:00,7725.0,9615,-37.80409427609854,144.94934437180626
Present,2025-08-08T07:05:43+00:00,7753.0,9620,-37.804981358709085,144.94869750073525
Unoccupied,2025-08-08T07:02:20+00:00,7753.0,9621,-37.804978220013204,144.9486693904018
Unoccupied,2024-06-27T06:25:59+00:00,7753.0,9645,-37.80508173668994,144.9486606766646
Unoccupied,2024-12-01T10:03:35+00:00,7939.0,57647,-37.809790870724726,144.9525336522114
Unoccupied,2025-07-07T03:13:36+00:00,7752.0,10678,-37.80560674472771,144.9543577623706
Present,2025-08-08T05:42:19+00:00,7534.0,63226,-37.81705852112091,144.95709868149874
Present,2025-08-08T05:17:56+00:00,7532.0,63215,-37.81677815686639,144.95799762915135
Unoccupied,2025-08-08T07:05:15+00:00,7726.0,11792,-37.800379988576154,144.95560825525052
Present,2025-08-08T06:26:48+00:00,7728.0,12029,-37.798338082915045,144.9530434331918
Present,2025-08-08T05:55:11+00:00,7350.0,56529,-37.81645884824586,144.95723003303436
Unoccupied,2025-08-08T05:34:45+00:00,7474.0,56718,-37.81870223318014,144.95691458482557
Unoccupied,2025-08-08T05:40:47+00:00,7436.0,60137,-37.81635684169974,144.97153070955025
Present,2025-08-08T07:04:52+00:00,7160.0,15024,-37.813842991341765,144.94112476903723
Present,2025-08-08T06:26:27+00:00,7766.0,12082,-37.80043568759527,144.9538722936449
Present,2025-08-08T07:07:02+00:00,7766.0,12079,-37.80055575892091,144.95372002436
Unoccupied,2025-08-08T06:39:02+00:00,7766.0,16174,-37.80059580560131,144.95366943998505
Present,2025-08-08T06:04:09+00:00,7329.0,53818,-37.818033178884235,144.96273290765708
Unoccupied,2025-08-08T07:12:03+00:00,7416.0,61249,-37.817738497859075,144.96268705572254
Present,2025-08-08T06:01:20+00:00,7556.0,65143,-37.81039540990433,144.96870376894992
Present,2025-08-08T07:07:02+00:00,7556.0,65145,-37.810412827837034,144.9686441031432
Present,2025-08-08T07:10:44+00:00,7336.0,64046,-37.81619484477939,144.95669416522756
Present,2025-08-08T06:57:49+00:00,,64048,-37.81623184175715,144.9565660913758
Present,2025-08-08T05:59:31+00:00,7757.0,22022,-37.79921728447782,144.95361915083737
Present,2025-08-08T05:54:19+00:00,7551.0,65464,-37.812791033230766,144.9604693242385
Unoccupied,2025-08-08T05:24:10+00:00,7676.0,54422,-37.81321977572493,144.9600086484636
Unoccupied,2024-12-25T05:15:08+00:00,7184.0,17342,-37.821134546266755,144.94670364133466
Present,2025-08-07T23:08:34+00:00,7186.0,15096,-37.821337911719226,144.94386644680426
Unoccupied,2025-08-08T05:58:51+00:00,7197.0,20913,-37.82050897624245,144.94553800007716
Unoccupied,2024-12-25T02:57:40+00:00,7202.0,20601,-37.82036084918549,144.94716161244844
Unoccupied,2024-12-25T00:14:27+00:00,7202.0,21490,-37.81974639130393,144.9469095366655
Unoccupied,2025-06-17T07:00:08+00:00,7229.0,18609,-37.8212710393899,144.95103263283488
Present,2025-08-08T04:15:31+00:00,,63011,-37.815287626783736,144.96330614662787
Unoccupied,2025-06-17T12:45:14+00:00,7161.0,20580,-37.82109882550872,144.95167244390558
Present,2025-06-17T12:34:52+00:00,7161.0,20582,-37.82119052550672,144.9517446419496
Present,2024-12-25T01:46:55+00:00,7165.0,15335,-37.8187600792066,144.94786205769583
Present,2024-12-25T04:55:52+00:00,7165.0,15297,-37.81879598802617,144.94773866306133
Unoccupied,2025-08-04T15:00:02+00:00,7173.0,13465,-37.81932658145388,144.94556048401455
Unoccupied,2025-08-08T05:08:07+00:00,7173.0,13454,-37.819511884723795,144.94492009023043
Unoccupied,2025-08-08T05:58:04+00:00,7173.0,13450,-37.81955547738714,144.94476935934006
Unoccupied,2025-08-06T06:29:12+00:00,7173.0,13470,-37.819280182601176,144.94572153087861
Unoccupied,2025-08-08T04:29:17+00:00,7173.0,13467,-37.81930770047215,144.94562615745838
Unoccupied,2025-08-08T04:36:52+00:00,7178.0,13404,-37.819928185081864,144.94347559820022
Present,2025-08-08T03:57:03+00:00,7178.0,13398,-37.819987727054716,144.94327086306834
Unoccupied,2025-08-08T04:35:59+00:00,7178.0,13438,-37.82006030671869,144.943340494092
Unoccupied,2025-08-08T04:25:29+00:00,7178.0,13389,-37.820071479458605,144.94298286916285
Present,2025-08-08T07:13:06+00:00,7411.0,51018,-37.81248502127751,144.97083654772769
Present,2025-08-08T05:28:57+00:00,,50934,-37.8135038414477,144.97113785862933
